Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
1721;From my understanding reading the mufti's guidance on dog (specifically from Imam Syafi'e), dog is considered heavy Ã¢ÂÂnajisÃ¢ÂÂ but not considered haram as compared to pig. If dog is haram, the scholars may not allow us to even have dogs for hunting companion or guarding our farm.;0;0;0;0;0;0;0;0;0;0;0;0;from my understanding reading the mufti guidance on dog specifically from imam syafii e dog is considered heavy najis but not considered haram as compared to pig if dog is haram the scholars mau not allow us to even have dogs for hunting companion orang guarding our farm ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;From my understanding reading the mufti's guidance on dog (specifically from Imam Syafi'e), dog is considered heavy Ã¢ÂÂnajisÃ¢ÂÂ but not considered haram as compared to pig. If dog is haram, the scholars may not allow us to even have dogs for hunting companion or guarding our farm.;0;0;0;0;0;0;0;0;0;0;0;0;dari saya paham baca bimbing mufti pada anjing khusus dari imam syafii e anjing anggap najis berat tapi tidak anggap haram band dengan babi jika anjing adalah haram ulama mau tidak mungkin kita untuk bahkan milik anjing untuk buru damp orangutan jaga tani kami;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1741;MOVE ALL RELATION TO POLITIC NATION FROM BEJAT CRUEL  NATION    USER;0;1;0;0;0;0;0;0;0;0;0;0;pindah all relation to politic nation from bejat cruel nation user;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;MOVE ALL RELATION TO POLITIC NATION FROM BEJAT CRUEL  NATION    USER;0;1;0;0;0;0;0;0;0;0;0;0;pindah semua hubung dengan bangsa politik dari bejat guna bangsa  kejam;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1760;#International joke of the week! Mr. Subianto has declared himself as the #IndonesiaElection winner despite all reputable pollsters show he is a loser. Prabowo has been reportedly diagnosed with mental illness, but he was still allowed to run for office anyway. I'm kinda LOL! Ã°ÂÂ¤Â£;0;0;0;0;0;0;0;0;0;0;0;0; international joke of the week mr subianto has declared himself as the indonesia election winner despite all reputable pollsters show he is a loser prabowo has been reportedly diagnosed dengan mental illness but he was still allowed to run for office anyway i sama kinda  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;#International joke of the week! Mr. Subianto has declared himself as the #IndonesiaElection winner despite all reputable pollsters show he is a loser. Prabowo has been reportedly diagnosed with mental illness, but he was still allowed to run for office anyway. I'm kinda LOL! Ã°ÂÂ¤Â£;0;0;0;0;0;0;0;0;0;0;0;0;lelucon internasional subianto minggu mr telah nyata diri bagai menang milu indonesia meski semua lembaga survei muka tunjuk ia adalah orang cundang prabowo telah lapor diagnosis dengan sakit mental namun ia masih izin untuk jalan untuk kantor anyway i sama agak ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1766;i should never interact with others. fuck me,,,,;0;1;0;0;0;0;0;0;0;0;0;0;i should never interact dengan others fuck me ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i should never interact with others. fuck me,,,,;0;1;0;0;0;0;0;0;0;0;0;0;saya harus tidak pernah interaksi lie dengan tidur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1842;As one of Muslim majority country in the world, we never abuse minority instead we did give them the same rights! This current regime extremely corrupts and backing up by his supporters. #TheGreatCampaignOfPrabowo #2019GantiPresiden;1;0;0;1;0;0;0;0;1;0;1;0;as one of muslim mayoritas country in the world we never abuse minoritas instead we did give them the sama rights this current regime extremely corrupts and backing up by his supporters the great campaign of prabowo ganti presiden;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;As one of Muslim majority country in the world, we never abuse minority instead we did give them the same rights! This current regime extremely corrupts and backing up by his supporters. #TheGreatCampaignOfPrabowo #2019GantiPresiden;1;0;0;1;0;0;0;0;1;0;1;0;bagai salah satu mayoritas muslim negara di dunia kita tidak pernah menyalahgunakan hak minoritas bukan kami beri mereka hak sama rezim saat ini sangat korup dan back up oleh dukung kampanye besar prabowo ganti presiden;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1905;"Bibik said ""Yes, Sir! But please stop licking my ass!"" LOL.. RT  USER  USER #MalaysiaMiskinBudaya";0;1;0;0;0;0;0;0;0;0;0;0;bibi said iya sir but please stop licking my ass  rt user user malaysia miskin budaya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Bibik said ""Yes, Sir! But please stop licking my ass!"" LOL.. RT  USER  USER #MalaysiaMiskinBudaya";0;1;0;0;0;0;0;0;0;0;0;0;bibi kata pak iya tapi tolong henti jilat saya as  rt guna guna malaysia miskin budaya;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1920;FPI and HTI give Islam a bad name. If you want to know the peaceful face of Islam, and people who practice the peaceful teachings of Islam, try Nahdlatul Ulama. That's all I know.;1;0;0;1;1;0;0;0;0;0;1;0;front pembela islam and hizbut tahrir indonesia give islam a bad nama if you want to know the peaceful face of islam and people who practice the peaceful teachings of islam try nahdlatul ulama that all i know ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;en;FPI and HTI give Islam a bad name. If you want to know the peaceful face of Islam, and people who practice the peaceful teachings of Islam, try Nahdlatul Ulama. That's all I know.;1;0;0;1;1;0;0;0;0;0;1;0;bela depan islam dan hizbut tahrir indonesia beri islam buah nama di buruk jika anda ingin tahu wajah damai islam dan orang orang  amal ajar damai islam coba ulama nahdlatul bahwa semua saya tahu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2143;I just put Bantu knots in Khaleesi head tryna get ahead of having to spend time wrestling with her tomorrow morning... guess who messed the shit up already? Smh;0;1;0;0;0;0;0;0;0;0;0;0;i just put bantu knots in khaleesi head tryna get ahead of having to spend time wrestling dengan her tomorrow pagi guess who messed the shit up already  ampun;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I just put Bantu knots in Khaleesi head tryna get ahead of having to spend time wrestling with her tomorrow morning... guess who messed the shit up already? Smh;0;1;0;0;0;0;0;0;0;0;0;0;saya hanya tempat bantu knot di khaleesi kepala tryna maju dari harus habis waktu gulat dengan  tebak besok pagi  kacau kotor up sudah  ampun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2272;Its really not fair to jugde presiden SBY as a bad leader. Decreasing populairity is a bullshit.;0;1;0;0;0;0;0;0;0;0;0;0;it is really not fair to jugde presiden susilo bambang yudhoyono as a bad leader decreasing popularity is a bullshit ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Its really not fair to jugde presiden SBY as a bad leader. Decreasing populairity is a bullshit.;0;1;0;0;0;0;0;0;0;0;0;0;itu benar benar tidak adil untuk nilai presiden susilo bambang yudhoyono bagai pimpin  buruk turun popularitas adalah omong kosong ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
2299;"lucinta luna is a horrible fucking person but being transphobic to her ain't gonna make shit better lol

y'all be fighting against discriminations by discriminating others YIKES";1;1;1;0;0;0;0;0;1;1;0;0;lucinta luna is a horrible fuck person but being transphobic to her ain t going to make shit better  iya all be fighting against discriminations by discriminating others yikes;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;"lucinta luna is a horrible fucking person but being transphobic to her ain't gonna make shit better lol

y'all be fighting against discriminations by discriminating others YIKES";1;1;1;0;0;0;0;0;1;1;0;0;luna lucinta adalah apa orang  keri tetapi jadi transphobic pada ain t akan buat kotor lebih baik  iya semua be ring diskriminasi oleh diskriminasi lie astaga;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2410;Here's one of those rigged decisions  USER #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;here one of those rigged decisions user shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Here's one of those rigged decisions  USER #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;di sini satu dari mereka curang putus guna malu pada anda malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
2412;"""REVOLUSI MENTAL"" a whole fcking joke tell by a big liar  USER Ã°ÂÂ¤Â¢  https://twitter.com/bos_sir/status/1180715038119608327ÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;revolusi mental a whole fuck joke tell by a besar liar user ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"""REVOLUSI MENTAL"" a whole fcking joke tell by a big liar  USER Ã°ÂÂ¤Â¢  https://twitter.com/bos_sir/status/1180715038119608327ÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;revolusi mental seluruh cinta lelucon kirim oleh guna gede bohong;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
2491;Munafik  USER  no love  with his fellow Muslims. Spineless like snail;1;0;1;0;0;0;0;0;1;1;0;0;munafik user no love dengan his fellow muslims spineless like snail;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Munafik  USER  no love  with his fellow Muslims. Spineless like snail;1;0;1;0;0;0;0;0;1;1;0;0;guna munafik ada cinta dengan sama muslim  tulang seperti siput;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;en
2555;About you is shit, about you is fuck, about you is BANGSAT,,,,;1;1;1;0;0;0;0;0;1;1;0;0;about you is shit about you is fuck about you is bangsat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;About you is shit, about you is fuck, about you is BANGSAT,,,,;1;1;1;0;0;0;0;0;1;1;0;0;tentang anda adalah kotor tentang anda adalah apa tentang anda adalah bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2660;" USER bro you're not his friend even if you are his friend, you better not saying anjing dan bangsar word to him
You don't know him asshole";1;1;1;0;0;0;0;0;1;1;0;0; user bro you re not his friend even if you are his friend you better not saying anjing dan bangsar word to him you do not t know him asshole;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;" USER bro you're not his friend even if you are his friend, you better not saying anjing dan bangsar word to him
You don't know him asshole";1;1;1;0;0;0;0;0;1;1;0;0;guna bro anda kembali tidak teman bahkan jika anda teman anda lebih baik tidak kata anjing dan kata bangsar kepada anda tidak t kenal dia brengsek;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2692;NEVER GET ANGRY AS MUCH AS THIS, YG BANGSAT,FUCK OFF, MOTHERFUCKER  pic.twitter.com/47vrxx6QIr,,,,;0;1;0;0;0;0;0;0;0;0;0;0;never get angry as much as this  bangsat fuck off motherfucker ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;NEVER GET ANGRY AS MUCH AS THIS, YG BANGSAT,FUCK OFF, MOTHERFUCKER  pic.twitter.com/47vrxx6QIr,,,,;0;1;0;0;0;0;0;0;0;0;0;0;tidak pernah marah banyak  ini bangsat cinta off bajing;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
2696;"Spill their id,please.
Then let us fuck their brain out.,,,,";0;1;0;0;0;0;0;0;0;0;0;0;spill their id please then let us fuck their brain out ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Spill their id,please.
Then let us fuck their brain out.,,,,";0;1;0;0;0;0;0;0;0;0;0;0;tumpah id mereka sila kemudian mari kita cinta otak mereka keluar;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
2761;"Both of em kill due to their hunting instinct. It's their nature. Cats hunt smaller animals like mouses and birds and rarely eat em. Dogs hunt cats and rarely eats em too. Yes, they hunt for fun. 

Apprently, you just hate dogs because they are najis mughallazah. Lol  https://twitter.com/emesismuslim/status/1222941694351380480ÃÂ Ã¢ÂÂ¦ pic.twitter.com/b2uTG8LxSk";0;0;0;0;0;0;0;0;0;0;0;0;both of em kill due to their hunting instinct it their nature cats hunt smaller animals like mouses and burung and rarely eat em dogs hunt cats and rarely eats em too iya they hunt for fun apprently you just hate dogs because they are najis mughallazah  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Both of em kill due to their hunting instinct. It's their nature. Cats hunt smaller animals like mouses and birds and rarely eat em. Dogs hunt cats and rarely eats em too. Yes, they hunt for fun. 

Apprently, you just hate dogs because they are najis mughallazah. Lol  https://twitter.com/emesismuslim/status/1222941694351380480ÃÂ Ã¢ÂÂ¦ pic.twitter.com/b2uTG8LxSk";0;0;0;0;0;0;0;0;0;0;0;0;dua em bunuh karena buru mereka naluri itu kucing sifat buru binatang kecil seperti mouse dan burung dan jarang makan em anjing kucing buru dan jarang makan em terlalu iya mereka buru untuk senang senang apprently anda hanya benci anjing karena mereka adalah najis mughallazah ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2766;"Hi,  USER  and  USER ! Malacanan is saying that you are both liars.

  https://twitter.com/ABSCBNNews/status/775239876966887424ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0; user and user malacanan is saying that you are both liars ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"Hi,  USER  and  USER ! Malacanan is saying that you are both liars.

  https://twitter.com/ABSCBNNews/status/775239876966887424ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0; guna dan malacanan guna kata bahwa anda dua bohong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2769;"now if your trying to break my heart its workin, cuz you know. Taik anjing wkwk
 https://open.spotify.com/track/0aPZbnkMoWJaJ5CNVLCj8S?si=4IPP7BSATyOVsvyApRXLHAÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;now if your trying to break my heart it is workin because you know tai anjing  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"now if your trying to break my heart its workin, cuz you know. Taik anjing wkwk
 https://open.spotify.com/track/0aPZbnkMoWJaJ5CNVLCj8S?si=4IPP7BSATyOVsvyApRXLHAÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;jika anda coba untuk hancur hati itu kerja karena anda tahu tai anjing ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
2812;You faithful and pious servant of Chinese! How much do they pay for you to slander Uyghurs? You are a munafik.;1;0;1;0;0;0;0;0;1;1;0;0;you faithful and pious servant of cina how much do they pay for you to slander uyghurs you are a munafik ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;You faithful and pious servant of Chinese! How much do they pay for you to slander Uyghurs? You are a munafik.;1;0;1;0;0;0;0;0;1;1;0;0;anda setia dan saleh hamba cina berapa banyak  mereka bayar anda untuk uyghur fitnah anda munafik buah;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;en
2922;The only thing every one will remember about this #SEAGames2017 is how fuck up it really is #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;0;1;0;0;0;0;0;0;0;0;0;0;the only thing every one will remember about this sea games is how fuck up it really is shame on you malaysia ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;The only thing every one will remember about this #SEAGames2017 is how fuck up it really is #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;0;1;0;0;0;0;0;0;0;0;0;0;satu satu hal tiap orang akan ingat tentang laut ini game adalah bagaimana mulut itu benar benar malu pada anda malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2964;wtf lalaspooh. i'm having a bad day trough and need to remember that they unloaded six thousand bricks in the wrong address pic.twitter.com/aIl2jYJOLT;0;1;0;0;0;0;0;0;0;0;0;0;what the fuck lalaspooh i sama having a bad day trough and need to remember that they unloaded six thousand bricks in the salah address ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;wtf lalaspooh. i'm having a bad day trough and need to remember that they unloaded six thousand bricks in the wrong address pic.twitter.com/aIl2jYJOLT;0;1;0;0;0;0;0;0;0;0;0;0;apa apa lalaspooh saya sama alami hari palung buruk dan perlu ingat bahwa mereka bongkar enam ribu batu bata di alamat shalat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3009;"Casual Malaysia is a bunch of a retard ppl. #ShameOnYouMalaysia
2 v 20 ?
Fuck you dumbass. Country of Giveaway.";1;1;0;1;0;0;0;0;1;0;1;0;casual malaysia is a bunch of a retard people shame on you malaysia v fuck you dumbass country of giveaway ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"Casual Malaysia is a bunch of a retard ppl. #ShameOnYouMalaysia
2 v 20 ?
Fuck you dumbass. Country of Giveaway.";1;1;0;1;0;0;0;0;1;0;1;0;malaysia kasual adalah kelompok malu hambat orang pada anda malaysia v apa anda negara tolol dari giveaway;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3077;VIETNAM NOT  SLAVERY  NATION  NOT  ISIL  BEJAT  USER;0;1;0;0;0;0;0;0;0;0;0;0;vietnam not slavery nation not isil bejat user;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;VIETNAM NOT  SLAVERY  NATION  NOT  ISIL  BEJAT  USER;0;1;0;0;0;0;0;0;0;0;0;0;vietnam tidak budak bangsa tidak isil bejat guna;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3106;scout for traits then just ask for sperm lol;0;0;0;0;0;0;0;0;0;0;0;0;scout for traits then just tanya for sperm ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;scout for traits then just ask for sperm lol;0;0;0;0;0;0;0;0;0;0;0;0;pramuka untuk sifat kemudian hanya tanya untuk  sperma;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3171;i try my hardest to look fine like you do ya bangsat :))) so fuck you,,,,;1;1;1;0;0;0;0;0;1;1;0;0;i try my hardest to look fine like you do  bangsat so fuck you ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;i try my hardest to look fine like you do ya bangsat :))) so fuck you,,,,;1;1;1;0;0;0;0;0;1;1;0;0;saya coba kuat tenaga untuk tampil halus seperti anda  bangsat sehingga cinta anda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3195;Come on guys all of AEC country except MAS, come to cheer and support THA footballer to defeat #MALAYCHEAT #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;come on guys all of aec country except mas come to cheer and support thailand footballer to defeat malaysia cheat shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Come on guys all of AEC country except MAS, come to cheer and support THA footballer to defeat #MALAYCHEAT #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;come on guy semua negara aec kecuali ma datang ke sorak dan dukung thailand pesepakbola kalah malaysia tipu malu pada anda malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3210;i did not but i just did not understand what she said overall;0;0;0;0;0;0;0;0;0;0;0;0;i did not but i just did not understand apa she said overall;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i did not but i just did not understand what she said overall;0;0;0;0;0;0;0;0;0;0;0;0;saya tidak tapi saya hanya tidak erti apa kata seluruh;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3286;"Need to prove it, waiting your next post
#2019GantiPresiden";0;0;0;0;0;0;0;0;0;0;0;0;need to prove it waiting your next post ganti presiden;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Need to prove it, waiting your next post
#2019GantiPresiden";0;0;0;0;0;0;0;0;0;0;0;0;perlu bukti tunggu post ikut ganti presiden;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3303;"I am.. But they wont... Some people still be racist for the rest of their life...
My mom just get yelled by someone for a little misunderstanding, 'CINA SIALAN KAFIR MAKAN BABI CUMA PENDATANG LU!!! NUMPANG SAMA PRIBUMI!!!'";0;1;0;0;0;0;0;0;0;0;0;0;i am but they wont some people still be racist for the rest of their life my mom just get yelled by someone for a little misunderstanding cina sialan kafir makan babi hanya pendatang kamu menumpang sama pribumi ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"I am.. But they wont... Some people still be racist for the rest of their life...
My mom just get yelled by someone for a little misunderstanding, 'CINA SIALAN KAFIR MAKAN BABI CUMA PENDATANG LU!!! NUMPANG SAMA PRIBUMI!!!'";0;1;0;0;0;0;0;0;0;0;0;0;saya tetapi mereka wont beberapa orang masih ra lama sisa hidup mereka ibu hanya marah oleh orang untuk sedikit kesalahpahaman cina sial kafir makan babi hanya datang kamu tumpang sama pribumi;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;en
3401;Malay Taekwondo cant even make it 2 quarterfying round in AG so they just have 2 cheat&get golds from SG #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;1;0;0;1;0;0;0;0;1;0;1;0;malaysia taekwondo cant even make it quarterfying round in ag so they just have cheat get golds from sg shame on you malaysia ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Malay Taekwondo cant even make it 2 quarterfying round in AG so they just have 2 cheat&get golds from SG #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;1;0;0;1;0;0;0;0;1;0;1;0;malaysia taekwondo bahkan tidak dapat buat quarterfying putar di ag sehingga mereka hanya milik curang dapat medali emas dari sg malu pada anda malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3506;that's what walking the league look like, 22 points gap from city in the start of february, anjing;0;1;0;0;0;0;0;0;0;0;0;0;that apa walking the league look like points gap from city in the start of february anjing;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;that's what walking the league look like, 22 points gap from city in the start of february, anjing;0;1;0;0;0;0;0;0;0;0;0;0;bahwa apa jalan tampil liga seperti poin gap dari kota di awal februari anjing;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3522;Dog are squared as a Ã¢ÂÂnajis mugholazhaÃ¢ÂÂ, but never once that islam ruled dog as a cursed creature(haiwan laknat), Riwayat Muslim(279) told us the measure need to be taken if one were to touched a dog, while Riwayat Muslim (1571) told an order of prophet..;0;0;0;0;0;0;0;0;0;0;0;0;dog are squared as a najis mugholazha but never once that islam ruled dog as a cursed creature haiwan laknat riwayat muslim told us the measure need to be taken if one were to touched a dog ketika riwayat muslim told an order of prophet ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Dog are squared as a Ã¢ÂÂnajis mugholazhaÃ¢ÂÂ, but never once that islam ruled dog as a cursed creature(haiwan laknat), Riwayat Muslim(279) told us the measure need to be taken if one were to touched a dog, while Riwayat Muslim (1571) told an order of prophet..;0;0;0;0;0;0;0;0;0;0;0;0;anjing kuadrat bagai najis mugholazha tetapi tidak pernah sekali bahwa islam perintah anjing bagai makhluk kutuk haiwan laknat riwayat muslim kata kepada kami ukur perlu ambil jika satu orang untuk sentuh anjing ketika riwayat muslim kepada perintah nabi;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3534;"Absolutely Retweet..... I Don't Like The Evils Doll, Exactly Ã¢ÂÂ¡Ã°ÂÂÂ¥Ã°ÂÂÂ
#2019GantiPresiden
#saveindonesia https://twitter.com/WandiLau3/status/1138129164043636736ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;absolutely retweet i do not t like the evils doll exactly ganti presiden save indonesia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Absolutely Retweet..... I Don't Like The Evils Doll, Exactly Ã¢ÂÂ¡Ã°ÂÂÂ¥Ã°ÂÂÂ
#2019GantiPresiden
#saveindonesia https://twitter.com/WandiLau3/status/1138129164043636736ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;benar benar me retweet saya tidak t seperti jahat boneka persis ganti presiden hemat indonesia;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
